"cpsigen","cpsa3","cpsg1","cpso11","cpsa2"
"male","bloc quebecois","verymuch opposed","canada","very likely"
NA,"liberal","somewhat opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","somewhat likely"
"female","d.k.","verymuch opposed","canada","very likely"
"male","liberal","verymuch opposed","canada","very likely"
"female","liberal","somewhat favour","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","d.k.","somewhat favour","canada","very likely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
"male","refused","verymuch opposed","canada","very likely"
"male","bloc quebecois","somewhat favour","canada","very likely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"female","refused","verymuch opposed","canada","very likely"
NA,"d.k.","verymuch opposed","canada","somewhat likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","refused","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
NA,"liberal","verymuch opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"male","bloc quebecois","somewhat opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","somewhat likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","france","very likely"
"male","other","verymuch opposed","u.s.a.","very likely"
"male","none","verymuch opposed","canada","very likely"
"male","none","verymuch opposed","canada","very unlikely"
"female","d.k.","verymuch opposed","other","very likely"
"male","liberal","verymuch opposed","canada","somewhat likely"
NA,"d.k.","verymuch opposed","canada","somewhat likely"
"male","liberal","verymuch opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","somewhat likely"
NA,"refused","somewhat opposed","canada","very likely"
"male","bloc quebecois","somewhat favour","canada","very likely"
"male","liberal","verymuch opposed","canada","very likely"
NA,"refused","somewhat opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"male","d.k.","d.k.","canada","very likely"
NA,"d.k.","verymuch opposed","canada","very likely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
NA,"refused","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","italy","very likely"
NA,"d.k.","verymuch opposed","canada","very likely"
"male","bloc quebecois","somewhat opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","somewhat likely"
NA,"bloc quebecois","somewhat favour","canada","very likely"
"male","conservative","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","somewhat likely"
NA,"bloc quebecois","somewhat opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
"male","liberal","somewhat favour","canada","somewhat likely"
"male","liberal","somewhat opposed","midsouth america","somewhat likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
NA,"conservative","verymuch favour","canada","very likely"
NA,"liberal","verymuch opposed","canada","very likely"
NA,"refused","verymuch opposed","canada","very likely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
"female","conservative","somewhat opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","somewhat likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"male","bloc quebecois","somewhat opposed","canada","very likely"
"male","will not vote","verymuch opposed","canada","somewhatunlikely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
"male","refused","verymuch opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","liberal","verymuch opposed","other asia","very likely"
"female","bloc quebecois","somewhat opposed","canada","very likely"
NA,"conservative","somewhat favour","canada","very likely"
"female","refused","verymuch opposed","canada","very likely"
"male","liberal","verymuch opposed","canada","somewhat likely"
"male","refused","verymuch opposed","canada","very likely"
"female","will not vote","verymuch opposed","canada","somewhatunlikely"
"female","d.k.","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","liberal","somewhat favour","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"male","bloc quebecois","somewhat opposed","canada","very likely"
NA,"d.k.","verymuch opposed","canada","somewhat likely"
NA,"bloc quebecois","somewhat favour","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"female","d.k.","somewhat opposed","canada","very unlikely"
"male","bloc quebecois","somewhat opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
NA,"other","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"male","conservative","somewhat opposed","canada","very likely"
"female","bloc quebecois","somewhat favour","canada","very likely"
"male","refused","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"male","other","somewhat favour","canada","somewhat likely"
"male","bloc quebecois","somewhat opposed","canada","very likely"
NA,"d.k.","verymuch opposed","canada","somewhat likely"
NA,"d.k.","d.k.","canada","very likely"
"male","refused","verymuch opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
"male","refused","verymuch opposed","canada","somewhat likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","bloc quebecois","verymuch opposed","canada","very likely"
"male","liberal","somewhat opposed","canada","very likely"
"female","bloc quebecois","verymuch opposed","canada","very likely"
"female","none","verymuch opposed","canada","very unlikely"
"male","refused","somewhat favour","canada","very likely"
NA,"bloc quebecois","verymuch opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","somewhat likely"
"male","liberal","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","other asia","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"female","reform","somewhat opposed","poland","somewhatunlikely"
"female","liberal","verymuch opposed","italy","somewhat likely"
"female","conservative","verymuch opposed","caribbean","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","conservative","verymuch opposed","canada","very unlikely"
"female","will not vote","somewhat opposed","canada","very unlikely"
"male","reform","verymuch opposed","canada","very likely"
"female","none","verymuch opposed","canada","very unlikely"
"female","conservative","verymuch opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
"female","conservative","somewhat opposed","canada","very likely"
"female","d.k.","verymuch opposed","canada","very unlikely"
"male","liberal","verymuch opposed","canada","very likely"
"female","liberal","verymuch opposed","u.k.,ireland","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","none","verymuch opposed","canada","very unlikely"
NA,"d.k.","verymuch opposed","canada","very likely"
"male","will not vote","somewhat favour","canada","very unlikely"
"male","other","verymuch opposed","canada","very unlikely"
"female","liberal","somewhat opposed","canada","very unlikely"
"male","reform","somewhat opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
NA,"d.k.","d.k.","canada","somewhatunlikely"
"female","d.k.","somewhat opposed","canada","very likely"
"male","conservative","verymuch opposed","caribbean","very likely"
"male","d.k.","somewhat opposed","canada","very likely"
"male","refused","somewhat opposed","canada","very likely"
"male","reform","verymuch opposed","canada","very likely"
"female","liberal","somewhat opposed","canada","very likely"
"female","conservative","somewhat favour","canada","very unlikely"
NA,"d.k.","verymuch opposed","czech/slovakia","very likely"
"male","conservative","somewhat opposed","canada","very likely"
"female","refused","verymuch opposed","canada","very likely"
"male","d.k.","verymuch opposed","canada","very likely"
"male","d.k.","somewhat favour","canada","very likely"
"male","none","verymuch opposed","caribbean","very likely"
"female","conservative","somewhat opposed","canada","somewhatunlikely"
"female","d.k.","somewhat favour","canada","very likely"
"female","conservative","somewhat favour","canada","very likely"
"female","d.k.","verymuch opposed","africa","very likely"
"female","liberal","verymuch opposed","canada","very likely"
"female","conservative","somewhat favour","canada","very likely"
"female","conservative","somewhat opposed","canada","very likely"
"male","liberal","somewhat favour","canada","very likely"
"female","d.k.","verymuch opposed","canada","very likely"
